epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
       912, 141774.365,    0.005,        0.0004448,       4.1491e-06,       0.00044895,     0.000501,     0.000789,     0.000407,            0,     0.000585,     0.000331,     0.000724,            0,     0.000843,     0.000522,      0.00213,     5.62e-05,       0.00033813,       7.5639e-08,        0.0003382,     0.000259,     0.000688,     0.000253,            0,     0.000263,     0.000172,     0.000731,            0,     0.000648,     0.000459,     0.000252,     6.64e-06
       913, 141924.391,    0.005,       0.00064919,       6.9275e-06,       0.00065612,     0.000578,     0.000953,     0.000489,            0,     0.000658,     0.000382,     0.000915,            0,     0.000986,     0.000634,      0.00293,      7.7e-05,       0.00041295,       1.9374e-07,       0.00041315,     0.000275,     0.000761,     0.000268,            0,     0.000281,     0.000183,     0.000817,            0,     0.000706,     0.000508,     0.000562,     1.48e-05
       914, 142074.679,    0.005,       0.00047292,       8.2312e-06,       0.00048115,     0.000514,     0.000814,     0.000436,            0,     0.000584,      0.00034,     0.000783,            0,      0.00084,     0.000541,      0.00309,     8.12e-05,       0.00034451,       1.0582e-07,       0.00034461,     0.000259,     0.000695,     0.000254,            0,     0.000263,     0.000172,     0.000736,            0,     0.000655,     0.000464,     0.000416,      1.1e-05
       915, 142224.783,    0.005,       0.00059326,       4.7043e-06,       0.00059796,     0.000567,     0.000911,     0.000465,            0,     0.000658,     0.000374,     0.000862,            0,     0.000953,     0.000605,      0.00226,     5.95e-05,       0.00034582,       6.3601e-08,       0.00034588,     0.000262,     0.000696,     0.000257,            0,     0.000267,     0.000175,     0.000743,            0,     0.000651,     0.000465,     0.000271,     7.13e-06
       916, 142375.074,    0.005,       0.00050446,       6.9313e-06,       0.00051139,     0.000524,      0.00084,     0.000451,            0,      0.00059,     0.000347,     0.000809,            0,     0.000867,     0.000559,      0.00274,     7.22e-05,       0.00035184,       6.1906e-08,        0.0003519,     0.000261,     0.000702,     0.000255,            0,     0.000266,     0.000174,     0.000752,            0,     0.000654,     0.000469,     0.000223,     5.88e-06
       917, 142525.136,    0.005,       0.00042818,       6.6431e-06,       0.00043482,     0.000477,     0.000774,     0.000391,            0,     0.000553,     0.000315,     0.000719,            0,     0.000821,     0.000513,      0.00262,      6.9e-05,       0.00033618,       5.9565e-08,       0.00033624,     0.000256,     0.000686,      0.00025,            0,     0.000261,      0.00017,      0.00073,            0,     0.000645,     0.000458,     0.000268,     7.06e-06
       918, 142675.167,    0.005,       0.00041864,       9.8057e-06,       0.00042845,     0.000459,     0.000765,     0.000376,            0,     0.000534,     0.000303,     0.000705,            0,     0.000815,     0.000507,      0.00224,      5.9e-05,       0.00033224,       4.0299e-07,       0.00033265,     0.000258,     0.000682,     0.000251,            0,     0.000265,     0.000172,     0.000724,            0,     0.000642,     0.000455,     0.000844,     2.22e-05
       919, 142825.476,    0.005,       0.00046728,       8.2622e-06,       0.00047554,     0.000486,     0.000808,     0.000399,            0,     0.000564,     0.000321,     0.000762,            0,     0.000847,     0.000536,       0.0027,     7.11e-05,        0.0003509,          5.8e-08,       0.00035096,     0.000255,     0.000701,     0.000249,            0,     0.000261,      0.00017,     0.000743,            0,     0.000661,     0.000468,     0.000289,     7.61e-06
       920, 142975.571,    0.005,       0.00058141,        8.395e-06,        0.0005898,     0.000588,     0.000902,      0.00047,            0,     0.000695,     0.000388,     0.000798,            0,     0.000986,     0.000595,      0.00322,     8.47e-05,       0.00033509,       6.5717e-08,       0.00033516,     0.000258,     0.000685,     0.000252,            0,     0.000264,     0.000172,     0.000731,            0,     0.000641,     0.000457,      0.00023,     6.05e-06
       921, 143125.929,    0.005,       0.00046455,       8.7708e-06,       0.00047332,     0.000495,     0.000807,     0.000401,            0,     0.000579,     0.000327,     0.000751,            0,     0.000853,     0.000535,      0.00277,     7.28e-05,        0.0003526,         6.94e-08,       0.00035267,     0.000259,     0.000703,     0.000251,            0,     0.000266,     0.000172,     0.000748,            0,     0.000659,     0.000469,     0.000323,     8.49e-06
       922, 143275.980,    0.005,       0.00037793,       5.7797e-06,       0.00038371,     0.000422,     0.000727,     0.000344,            0,     0.000493,     0.000279,     0.000689,            0,      0.00076,     0.000483,      0.00248,     6.52e-05,       0.00034174,       1.8367e-07,       0.00034192,      0.00025,     0.000692,     0.000243,            0,     0.000257,     0.000167,     0.000736,            0,      0.00065,     0.000462,     0.000541,     1.42e-05
       923, 143426.253,    0.005,       0.00046168,       1.2338e-05,       0.00047402,     0.000519,     0.000803,     0.000425,            0,     0.000604,     0.000343,     0.000733,            0,     0.000862,     0.000532,      0.00353,     9.28e-05,       0.00033044,       1.3129e-07,       0.00033057,     0.000252,      0.00068,     0.000246,            0,     0.000257,     0.000168,     0.000725,            0,     0.000638,     0.000454,     0.000413,     1.09e-05
       924, 143576.338,    0.005,       0.00050367,       5.3747e-06,       0.00050905,       0.0005,      0.00084,     0.000409,            0,     0.000581,      0.00033,     0.000787,            0,     0.000884,     0.000557,      0.00223,     5.87e-05,        0.0003429,       9.2187e-08,       0.00034299,     0.000256,     0.000693,      0.00025,            0,     0.000262,     0.000171,     0.000735,            0,     0.000653,     0.000463,     0.000306,     8.06e-06
       925, 143726.826,    0.005,       0.00055289,       8.4228e-06,       0.00056131,     0.000542,      0.00088,     0.000457,            0,     0.000619,     0.000359,     0.000847,            0,     0.000908,     0.000585,       0.0028,     7.37e-05,        0.0003369,       7.8267e-08,       0.00033698,     0.000255,     0.000687,      0.00025,            0,     0.000259,      0.00017,     0.000731,            0,     0.000644,     0.000459,     0.000342,     9.01e-06
       926, 143877.068,    0.005,       0.00053651,       1.3453e-05,       0.00054996,     0.000533,     0.000864,     0.000464,            0,     0.000596,     0.000353,     0.000854,            0,     0.000872,     0.000575,      0.00354,     9.31e-05,       0.00033044,       6.6802e-08,       0.00033051,     0.000255,      0.00068,     0.000247,            0,     0.000261,      0.00017,     0.000722,            0,      0.00064,     0.000454,     0.000318,     8.38e-06
       927, 144027.205,    0.005,       0.00047697,        7.861e-06,       0.00048483,     0.000511,     0.000816,     0.000417,            0,     0.000595,     0.000337,     0.000761,            0,     0.000862,     0.000541,      0.00296,     7.78e-05,       0.00032557,       8.6894e-08,       0.00032565,     0.000257,     0.000675,     0.000251,            0,     0.000262,     0.000171,      0.00072,            0,     0.000632,     0.000451,     0.000363,     9.54e-06
       928, 144177.663,    0.005,       0.00045218,       6.2524e-06,       0.00045843,     0.000508,     0.000796,     0.000422,            0,     0.000585,     0.000335,     0.000749,            0,     0.000835,     0.000528,      0.00277,      7.3e-05,        0.0003452,       7.1572e-08,       0.00034527,      0.00026,     0.000695,      0.00025,            0,     0.000269,     0.000173,     0.000731,            0,     0.000661,     0.000464,     0.000231,     6.09e-06
       929, 144327.764,    0.005,       0.00041608,       8.7428e-06,       0.00042482,     0.000474,     0.000762,     0.000395,            0,     0.000546,     0.000314,     0.000714,            0,     0.000803,     0.000506,      0.00309,     8.13e-05,       0.00032596,       8.1693e-08,       0.00032604,     0.000257,     0.000676,      0.00025,            0,     0.000263,     0.000171,     0.000719,            0,     0.000634,     0.000451,     0.000353,      9.3e-06
       930, 144478.015,    0.005,       0.00042594,       7.3134e-06,       0.00043326,     0.000493,     0.000772,      0.00039,            0,     0.000585,     0.000325,     0.000687,            0,     0.000841,     0.000509,      0.00264,     6.93e-05,       0.00035673,       7.0686e-08,        0.0003568,     0.000265,     0.000707,     0.000254,            0,     0.000275,     0.000176,     0.000748,            0,     0.000668,     0.000472,     0.000321,     8.44e-06
       931, 144628.068,    0.005,       0.00052064,       4.6057e-06,       0.00052525,     0.000498,     0.000853,     0.000432,            0,     0.000558,      0.00033,      0.00085,            0,     0.000856,     0.000568,      0.00215,     5.66e-05,       0.00036411,       1.0079e-07,       0.00036421,     0.000259,     0.000714,     0.000252,            0,     0.000265,     0.000172,     0.000753,            0,     0.000678,     0.000477,     0.000333,     8.78e-06
       932, 144778.146,    0.005,       0.00045682,        7.217e-06,       0.00046403,     0.000518,     0.000799,     0.000423,            0,     0.000604,     0.000342,     0.000729,            0,     0.000857,     0.000529,      0.00293,     7.72e-05,       0.00035878,        3.149e-07,       0.00035909,      0.00026,     0.000709,     0.000252,            0,     0.000266,     0.000173,     0.000739,            0,     0.000681,     0.000473,     0.000743,     1.96e-05
       933, 144928.447,    0.005,       0.00046661,       4.6451e-06,       0.00047126,     0.000492,     0.000798,     0.000399,            0,     0.000576,     0.000325,     0.000745,            0,     0.000843,      0.00053,      0.00223,     5.87e-05,       0.00036586,         6.39e-08,       0.00036592,     0.000258,     0.000716,      0.00025,            0,     0.000266,     0.000172,     0.000749,            0,     0.000685,     0.000478,      0.00022,      5.8e-06
       934, 145078.470,    0.005,       0.00090457,       2.3493e-05,       0.00092806,     0.000745,      0.00113,     0.000596,            0,     0.000878,     0.000491,     0.000993,            0,      0.00123,     0.000742,      0.00464,     0.000122,       0.00037496,       4.7348e-07,       0.00037543,     0.000283,     0.000725,     0.000266,            0,     0.000298,     0.000188,     0.000758,            0,     0.000693,     0.000484,      0.00091,     2.39e-05
       935, 145228.749,    0.005,       0.00045973,       6.1805e-06,       0.00046591,     0.000487,     0.000802,     0.000412,            0,     0.000555,     0.000322,     0.000773,            0,     0.000828,     0.000533,      0.00215,     5.65e-05,       0.00033576,       6.2306e-08,       0.00033582,     0.000261,     0.000686,     0.000252,            0,     0.000268,     0.000174,     0.000725,            0,     0.000649,     0.000458,     0.000274,     7.22e-06
       936, 145378.818,    0.005,       0.00032599,       3.6277e-06,       0.00032961,     0.000414,     0.000675,     0.000358,            0,     0.000464,     0.000274,      0.00066,            0,     0.000688,     0.000449,      0.00181,     4.76e-05,       0.00032539,       7.6119e-08,       0.00032546,     0.000252,     0.000675,     0.000248,            0,     0.000256,     0.000168,     0.000718,            0,     0.000634,     0.000451,     0.000341,     8.97e-06
